1413,dandora area ii,283
1414,dandora area iii,283
1415,dandora area iv,283
1416,kayole north,284
1417,kayole central,284
1418,kayole south,284
1419,komarock,284
1420,matopeni,284
1421,upper savannah,285
1422,lower savannah,285
1423,embakasi,285
1424,utawala,285
1425,mihango,285
1426,umoja i,286
1427,umoja ii,286
1428,mowlem,286
1429,kariobangi south,286
1430,makongeni,287
1431,maringo/hamza,287
1432,harambee,287
1433,viwandani,287
1434,pumwani,288
1435,eastleigh north,288
1436,eastleigh south,288
1437,airbase,288
1438,california,288
1439,nairobi central,289
1440,ngara,289
1441,ziwani/kariokor,289
1442,pangani,289
1443,landimawe,289
1444,nairobi south,289
1445,hospital,290
1446,mabatini,290
1447,huruma,290
1448,ngei,290
1449,mlango kubwa,290
1450,kiamaiko,290
